
0 1.0000 -1.0000 -1.0000 1.0000 4 -0.010 0.003
1 1.0000 0.0000 -1.0000 0.0000 4 -0.510 0.535
2 1.0000 0.5000 -1.0000 -0.5000 4 -0.753 0.745
3 1.0000 0.7500 -1.0000 -0.7500 4 -0.878 0.868
4 1.0000 0.8750 -1.0000 -0.8750 4 -0.926 0.919
5 1.0000 0.9375 -1.0000 -0.9375 1 -0.984 0.975 -0.984 0.975
5 1.0000 0.9375 -0.9375 -0.8750 0 0.000 0.000
5 0.9375 0.8750 -0.9375 -0.8750 4 -0.900 0.897
6 0.9375 0.9062 -0.9375 -0.9062 1 -0.908 0.910 -0.908 0.910
6 0.9375 0.9062 -0.9062 -0.8750 0 0.000 0.000
6 0.9062 0.8750 -0.9062 -0.8750 4 -0.895 0.890
7 0.9062 0.8906 -0.9062 -0.8906 0 0.000 0.000
7 0.9062 0.8906 -0.8906 -0.8750 1 -0.889 0.903 -0.889 0.903
7 0.8906 0.8750 -0.8906 -0.8750 0 0.000 0.000
7 0.8906 0.8750 -0.9062 -0.8906 1 -0.902 0.878 -0.902 0.878
6 0.9062 0.8750 -0.9375 -0.9062 0 0.000 0.000
5 0.9375 0.8750 -1.0000 -0.9375 1 -0.948 0.931 -0.948 0.931
4 1.0000 0.8750 -0.8750 -0.7500 4 -0.834 0.941
5 1.0000 0.9375 -0.8750 -0.8125 1 -0.832 0.949 -0.832 0.949
5 1.0000 0.9375 -0.8125 -0.7500 1 -0.806 0.949 -0.806 0.949
5 0.9375 0.8750 -0.8125 -0.7500 0 0.000 0.000
5 0.9375 0.8750 -0.8750 -0.8125 1 -0.864 0.925 -0.864 0.925
4 0.8750 0.7500 -0.8750 -0.7500 4 -0.794 0.810
5 0.8750 0.8125 -0.8750 -0.8125 1 -0.819 0.859 -0.819 0.859
5 0.8750 0.8125 -0.8125 -0.7500 0 0.000 0.000
5 0.8125 0.7500 -0.8125 -0.7500 4 -0.781 0.786
6 0.8125 0.7812 -0.8125 -0.7812 1 -0.793 0.785 -0.793 0.785
6 0.8125 0.7812 -0.7812 -0.7500 1 -0.769 0.787 -0.769 0.787
6 0.7812 0.7500 -0.7812 -0.7500 0 0.000 0.000
6 0.7812 0.7500 -0.8125 -0.7812 0 0.000 0.000
5 0.8125 0.7500 -0.8750 -0.8125 0 0.000 0.000
4 0.8750 0.7500 -1.0000 -0.8750 4 -0.915 0.794
5 0.8750 0.8125 -1.0000 -0.9375 0 0.000 0.000
5 0.8750 0.8125 -0.9375 -0.8750 4 -0.926 0.824
6 0.8750 0.8438 -0.9375 -0.9062 0 0.000 0.000
6 0.8750 0.8438 -0.9062 -0.8750 0 0.000 0.000
6 0.8438 0.8125 -0.9062 -0.8750 0 0.000 0.000
6 0.8438 0.8125 -0.9375 -0.9062 4 -0.926 0.824
7 0.8438 0.8281 -0.9375 -0.9219 1 -0.923 0.828 -0.923 0.828
7 0.8438 0.8281 -0.9219 -0.9062 0 0.000 0.000
7 0.8281 0.8125 -0.9219 -0.9062 0 0.000 0.000
7 0.8281 0.8125 -0.9375 -0.9219 1 -0.929 0.820 -0.929 0.820
5 0.8125 0.7500 -0.9375 -0.8750 4 -0.903 0.763
6 0.8125 0.7812 -0.9375 -0.9062 0 0.000 0.000
6 0.8125 0.7812 -0.9062 -0.8750 0 0.000 0.000
6 0.7812 0.7500 -0.9062 -0.8750 4 -0.903 0.763
7 0.7812 0.7656 -0.9062 -0.8906 1 -0.901 0.767 -0.901 0.767
7 0.7812 0.7656 -0.8906 -0.8750 0 0.000 0.000
7 0.7656 0.7500 -0.8906 -0.8750 0 0.000 0.000
7 0.7656 0.7500 -0.9062 -0.8906 1 -0.906 0.758 -0.906 0.758
6 0.7812 0.7500 -0.9375 -0.9062 0 0.000 0.000
5 0.8125 0.7500 -1.0000 -0.9375 0 0.000 0.000
3 1.0000 0.7500 -0.7500 -0.5000 4 -0.602 0.896
4 1.0000 0.8750 -0.7500 -0.6250 4 -0.683 0.946
5 1.0000 0.9375 -0.7500 -0.6875 4 -0.707 0.981
6 1.0000 0.9688 -0.7500 -0.7188 0 0.000 0.000
6 1.0000 0.9688 -0.7188 -0.6875 4 -0.710 0.988
7 1.0000 0.9844 -0.7188 -0.7031 1 -0.704 0.993 -0.704 0.993
7 1.0000 0.9844 -0.7031 -0.6875 0 0.000 0.000
7 0.9844 0.9688 -0.7031 -0.6875 0 0.000 0.000
7 0.9844 0.9688 -0.7188 -0.7031 1 -0.715 0.984 -0.715 0.984
6 0.9688 0.9375 -0.7188 -0.6875 1 -0.701 0.965 -0.701 0.965
6 0.9688 0.9375 -0.7500 -0.7188 0 0.000 0.000
5 1.0000 0.9375 -0.6875 -0.6250 1 -0.673 0.938 -0.673 0.938
5 0.9375 0.8750 -0.6875 -0.6250 4 -0.653 0.897
6 0.9375 0.9062 -0.6875 -0.6562 0 0.000 0.000
6 0.9375 0.9062 -0.6562 -0.6250 0 0.000 0.000
6 0.9062 0.8750 -0.6562 -0.6250 1 -0.631 0.901 -0.631 0.901
6 0.9062 0.8750 -0.6875 -0.6562 1 -0.674 0.892 -0.674 0.892
5 0.9375 0.8750 -0.7500 -0.6875 0 0.000 0.000
4 1.0000 0.8750 -0.6250 -0.5000 4 -0.577 0.933
5 1.0000 0.9375 -0.6250 -0.5625 4 -0.589 0.954
6 1.0000 0.9688 -0.6250 -0.5938 0 0.000 0.000
6 1.0000 0.9688 -0.5938 -0.5625 1 -0.587 0.983 -0.587 0.983
6 0.9688 0.9375 -0.5938 -0.5625 1 -0.576 0.939 -0.576 0.939
6 0.9688 0.9375 -0.6250 -0.5938 1 -0.604 0.939 -0.604 0.939
5 1.0000 0.9375 -0.5625 -0.5000 1 -0.544 0.938 -0.544 0.938
5 0.9375 0.8750 -0.5625 -0.5000 1 -0.562 0.921 -0.562 0.921
5 0.9375 0.8750 -0.6250 -0.5625 4 -0.582 0.907
6 0.9375 0.9062 -0.6250 -0.5938 0 0.000 0.000
6 0.9375 0.9062 -0.5938 -0.5625 1 -0.587 0.922 -0.587 0.922
6 0.9062 0.8750 -0.5938 -0.5625 1 -0.576 0.892 -0.576 0.892
6 0.9062 0.8750 -0.6250 -0.5938 0 0.000 0.000
4 0.8750 0.7500 -0.6250 -0.5000 4 -0.539 0.827
5 0.8750 0.8125 -0.6250 -0.5625 0 0.000 0.000
5 0.8750 0.8125 -0.5625 -0.5000 4 -0.527 0.845
6 0.8750 0.8438 -0.5625 -0.5312 4 -0.545 0.867
7 0.8750 0.8594 -0.5625 -0.5469 1 -0.549 0.872 -0.549 0.872
7 0.8750 0.8594 -0.5469 -0.5312 1 -0.542 0.862 -0.542 0.862
7 0.8594 0.8438 -0.5469 -0.5312 0 0.000 0.000
7 0.8594 0.8438 -0.5625 -0.5469 0 0.000 0.000
6 0.8750 0.8438 -0.5312 -0.5000 0 0.000 0.000
6 0.8438 0.8125 -0.5312 -0.5000 4 -0.509 0.823
7 0.8438 0.8281 -0.5312 -0.5156 0 0.000 0.000
7 0.8438 0.8281 -0.5156 -0.5000 1 -0.502 0.832 -0.502 0.832
7 0.8281 0.8125 -0.5156 -0.5000 1 -0.515 0.814 -0.515 0.814
7 0.8281 0.8125 -0.5312 -0.5156 0 0.000 0.000
6 0.8438 0.8125 -0.5625 -0.5312 0 0.000 0.000
5 0.8125 0.7500 -0.5625 -0.5000 1 -0.542 0.800 -0.542 0.800
5 0.8125 0.7500 -0.6250 -0.5625 1 -0.584 0.784 -0.584 0.784
4 0.8750 0.7500 -0.7500 -0.6250 1 -0.672 0.758 -0.672 0.758
3 0.7500 0.5000 -0.7500 -0.5000 4 -0.629 0.617
4 0.7500 0.6250 -0.7500 -0.6250 4 -0.692 0.693
5 0.7500 0.6875 -0.7500 -0.6875 4 -0.706 0.720
6 0.7500 0.7188 -0.7500 -0.7188 0 0.000 0.000
6 0.7500 0.7188 -0.7188 -0.6875 1 -0.698 0.747 -0.698 0.747
6 0.7188 0.6875 -0.7188 -0.6875 1 -0.714 0.693 -0.714 0.693
6 0.7188 0.6875 -0.7500 -0.7188 0 0.000 0.000
5 0.7500 0.6875 -0.6875 -0.6250 0 0.000 0.000
5 0.6875 0.6250 -0.6875 -0.6250 1 -0.632 0.661 -0.632 0.661
5 0.6875 0.6250 -0.7500 -0.6875 1 -0.726 0.673 -0.726 0.673
4 0.7500 0.6250 -0.6250 -0.5000 4 -0.591 0.694
5 0.7500 0.6875 -0.6250 -0.5625 1 -0.598 0.725 -0.598 0.725
5 0.7500 0.6875 -0.5625 -0.5000 0 0.000 0.000
5 0.6875 0.6250 -0.5625 -0.5000 1 -0.557 0.673 -0.557 0.673
5 0.6875 0.6250 -0.6250 -0.5625 1 -0.617 0.686 -0.617 0.686
4 0.6250 0.5000 -0.6250 -0.5000 4 -0.560 0.541
5 0.6250 0.5625 -0.6250 -0.5625 0 0.000 0.000
5 0.6250 0.5625 -0.5625 -0.5000 1 -0.539 0.577 -0.539 0.577
5 0.5625 0.5000 -0.5625 -0.5000 1 -0.540 0.523 -0.540 0.523
5 0.5625 0.5000 -0.6250 -0.5625 4 -0.581 0.531
6 0.5625 0.5312 -0.6250 -0.5938 0 0.000 0.000
6 0.5625 0.5312 -0.5938 -0.5625 1 -0.587 0.558 -0.587 0.558
6 0.5312 0.5000 -0.5938 -0.5625 1 -0.575 0.505 -0.575 0.505
6 0.5312 0.5000 -0.6250 -0.5938 0 0.000 0.000
4 0.6250 0.5000 -0.7500 -0.6250 4 -0.676 0.538
5 0.6250 0.5625 -0.7500 -0.6875 0 0.000 0.000
5 0.6250 0.5625 -0.6875 -0.6250 0 0.000 0.000
5 0.5625 0.5000 -0.6875 -0.6250 4 -0.641 0.533
6 0.5625 0.5312 -0.6875 -0.6562 0 0.000 0.000
6 0.5625 0.5312 -0.6562 -0.6250 1 -0.643 0.546 -0.643 0.546
6 0.5312 0.5000 -0.6562 -0.6250 1 -0.639 0.521 -0.639 0.521
6 0.5312 0.5000 -0.6875 -0.6562 0 0.000 0.000
5 0.5625 0.5000 -0.7500 -0.6875 1 -0.747 0.548 -0.747 0.548
3 0.7500 0.5000 -1.0000 -0.7500 4 -0.885 0.605
4 0.7500 0.6250 -1.0000 -0.8750 4 -0.909 0.686
5 0.7500 0.6875 -1.0000 -0.9375 1 -0.984 0.724 -0.984 0.724
5 0.7500 0.6875 -0.9375 -0.8750 1 -0.881 0.741 -0.881 0.741
5 0.6875 0.6250 -0.9375 -0.8750 4 -0.893 0.655
6 0.6875 0.6562 -0.9375 -0.9062 0 0.000 0.000
6 0.6875 0.6562 -0.9062 -0.8750 1 -0.885 0.669 -0.885 0.669
6 0.6562 0.6250 -0.9062 -0.8750 4 -0.896 0.649
7 0.6562 0.6406 -0.9062 -0.8906 1 -0.902 0.645 -0.902 0.645
7 0.6562 0.6406 -0.8906 -0.8750 1 -0.890 0.653 -0.890 0.653
7 0.6406 0.6250 -0.8906 -0.8750 0 0.000 0.000
7 0.6406 0.6250 -0.9062 -0.8906 0 0.000 0.000
6 0.6562 0.6250 -0.9375 -0.9062 0 0.000 0.000
5 0.6875 0.6250 -1.0000 -0.9375 0 0.000 0.000
4 0.7500 0.6250 -0.8750 -0.7500 4 -0.818 0.657
5 0.7500 0.6875 -0.8750 -0.8125 1 -0.818 0.689 -0.818 0.689
5 0.7500 0.6875 -0.8125 -0.7500 0 0.000 0.000
5 0.6875 0.6250 -0.8125 -0.7500 4 -0.798 0.629
6 0.6875 0.6562 -0.8125 -0.7812 0 0.000 0.000
6 0.6875 0.6562 -0.7812 -0.7500 0 0.000 0.000
6 0.6562 0.6250 -0.7812 -0.7500 0 0.000 0.000
6 0.6562 0.6250 -0.8125 -0.7812 4 -0.798 0.629
7 0.6562 0.6406 -0.8125 -0.7969 0 0.000 0.000
7 0.6562 0.6406 -0.7969 -0.7812 0 0.000 0.000
7 0.6406 0.6250 -0.7969 -0.7812 1 -0.783 0.625 -0.783 0.625
7 0.6406 0.6250 -0.8125 -0.7969 1 -0.812 0.633 -0.812 0.633
5 0.6875 0.6250 -0.8750 -0.8125 1 -0.859 0.682 -0.859 0.682
4 0.6250 0.5000 -0.8750 -0.7500 4 -0.818 0.569
5 0.6250 0.5625 -0.8750 -0.8125 1 -0.828 0.568 -0.828 0.568
5 0.6250 0.5625 -0.8125 -0.7500 1 -0.779 0.589 -0.779 0.589
5 0.5625 0.5000 -0.8125 -0.7500 1 -0.806 0.556 -0.806 0.556
5 0.5625 0.5000 -0.8750 -0.8125 1 -0.859 0.562 -0.859 0.562
4 0.6250 0.5000 -1.0000 -0.8750 4 -0.931 0.553
